epoch,enable_rewire,tau,keep_rate,lambda2_norm_est,dirichlet_mean,lambda2_slack,dual_lambda2,loss,train_acc,val_acc,test_acc
37,1,1.0,0.02251015603542328,nan,nan,-0.22329476475715637,0.009778025560081005,0.17733332514762878,0.976190447807312,0.5377228856086731,0.5285087823867798
38,1,1.0,0.019488349556922913,nan,nan,-0.19175177812576294,0.009778025560081005,0.1602509468793869,0.982600748538971,0.5418381094932556,0.5219298005104065
39,1,1.0,0.016598273068666458,nan,nan,-0.128170907497406,0.009778025560081005,0.13264627754688263,0.9871794581413269,0.5445815920829773,0.5197368264198303
40,1,1.0,0.013943515717983246,0.16547659039497375,0.06956279277801514,-0.10100328177213669,0.009778025560081005,0.12667296826839447,0.9862637519836426,0.5528120994567871,0.5328947305679321
41,1,1.0,0.011511963792145252,nan,nan,-0.03070448897778988,0.009778025560081005,0.12482687830924988,0.9871794581413269,0.5486968159675598,0.5241228342056274
42,1,1.0,0.009209231473505497,nan,nan,-0.016158346086740494,0.009778025560081005,0.11890572309494019,0.9871794581413269,0.5418381094932556,0.5263158082962036
43,1,1.0,0.007126447279006243,nan,nan,0.0728202760219574,0.009778025560081005,0.12345623224973679,0.9890109896659851,0.5363511443138123,0.5416666865348816
44,1,1.0,0.005438309162855148,nan,nan,0.07790735363960266,0.009778025560081005,0.1157933846116066,0.9890109896659851,0.5445815920829773,0.5416666865348816
45,1,1.0,0.005148767959326506,-0.08570647239685059,0.016358530148863792,0.09933358430862427,0.011351206339895725,0.10130847245454788,0.9908424615859985,0.5514403581619263,0.5526315569877625
46,1,1.0,0.004616918973624706,nan,nan,0.10376734286546707,0.011351206339895725,0.11715550720691681,0.988095223903656,0.5569273233413696,0.5526315569877625
47,1,1.0,0.0038506723940372467,nan,nan,0.11085937917232513,0.011351206339895725,0.10794754326343536,0.9899267554283142,0.5569273233413696,0.530701756477356
48,1,1.0,0.0029885494150221348,nan,nan,0.11816321313381195,0.011351206339895725,0.10636484622955322,0.9908424615859985,0.5582990646362305,0.5416666865348816
49,1,1.0,0.0030150299426168203,nan,nan,0.1066712886095047,0.012645774520933628,0.09835109859704971,0.9908424615859985,0.554183840751648,0.5482456088066101
50,1,1.0,0.003440878354012966,-0.0930199921131134,0.008976707234978676,0.07868282496929169,0.012645774520933628,0.11754550039768219,0.9908424615859985,0.562414288520813,0.5614035129547119
51,1,1.0,0.004346269648522139,nan,nan,0.07805845141410828,0.012645774520933628,0.10874307155609131,0.9926739931106567,0.5692729949951172,0.5570175647735596
52,1,1.0,0.005181929562240839,nan,nan,-0.02208057977259159,0.012645774520933628,0.09548332542181015,0.9890109896659851,0.5637860298156738,0.5592105388641357
53,1,1.0,0.006455832161009312,nan,nan,-0.18925175070762634,0.012645774520933628,0.11903063207864761,0.988095223903656,0.5500686168670654,0.5350877046585083
54,1,1.0,0.008672909811139107,nan,nan,-0.1802981048822403,0.014315648004412651,0.13796116411685944,0.988095223903656,0.5486968159675598,0.5350877046585083
55,1,1.0,0.010327020660042763,0.1618964970111847,0.033150337636470795,-0.10100075602531433,0.014315648004412651,0.12262376397848129,0.9926739931106567,0.5582990646362305,0.5328947305679321
56,1,1.0,0.010564640164375305,nan,nan,-0.16963621973991394,0.014315648004412651,0.10908837616443634,0.9935897588729858,0.5500686168670654,0.5372806787490845
57,1,1.0,0.009831014089286327,nan,nan,-0.15326201915740967,0.014315648004412651,0.12563838064670563,0.9899267554283142,0.5418381094932556,0.5504385828971863
58,1,1.0,0.008506652899086475,nan,nan,-0.15152530372142792,0.014315648004412651,0.08718246221542358,0.9899267554283142,0.547325074672699,0.5460526347160339
59,1,1.0,0.007049959618598223,nan,nan,-0.1093752458691597,0.014315648004412651,0.10971564054489136,0.9935897588729858,0.5486968159675598,0.5592105388641357
60,1,1.0,0.006174137350171804,0.1648644208908081,0.02562093548476696,-0.13648122549057007,0.014315648004412651,0.12075526267290115,0.9917582273483276,0.547325074672699,0.5526315569877625
