epoch,enable_rewire,tau,keep_rate,lambda2_norm_est,dirichlet_mean,loss,train_acc,val_acc,test_acc
1,0,1.0,1.0,nan,nan,1.620803952217102,0.36298078298568726,0.2884615361690521,0.27473583817481995
2,0,1.0,1.0,nan,nan,1.602402687072754,0.2524038553237915,0.20973557233810425,0.20268972218036652
3,0,1.0,1.0,nan,nan,1.5838779211044312,0.36618590354919434,0.28786057233810425,0.2958693504333496
4,0,1.0,1.0,nan,nan,1.55115807056427,0.44431090354919434,0.33413460850715637,0.3352545499801636
5,0,1.0,1.0,nan,nan,1.5137759447097778,0.4763621687889099,0.3521634638309479,0.3650336265563965
6,0,1.0,1.0,nan,nan,1.4744421243667603,0.5200320482254028,0.359375,0.3717579245567322
7,0,1.0,1.0,nan,nan,1.4167702198028564,0.5753205418586731,0.3774038553237915,0.38424593210220337
8,0,1.0,1.0,nan,nan,1.3907583951950073,0.6370192170143127,0.3912259638309479,0.3890489935874939
9,0,1.0,1.0,nan,nan,1.3230149745941162,0.6386218070983887,0.38701921701431274,0.37944284081459045
10,0,1.0,1.0,nan,nan,1.265738606452942,0.6858974099159241,0.38701921701431274,0.39193084836006165
11,0,1.0,1.0,nan,nan,1.1993685960769653,0.7163461446762085,0.38401442766189575,0.38616713881492615
12,0,1.0,1.0,nan,nan,1.1464370489120483,0.7415865659713745,0.38641828298568726,0.3900096118450165
13,0,1.0,1.0,nan,nan,1.098661184310913,0.7612179517745972,0.3858173191547394,0.3890489935874939
14,0,1.0,1.0,nan,nan,1.049203872680664,0.7788461446762085,0.3912259638309479,0.3890489935874939
15,0,1.0,1.0,nan,nan,0.995592474937439,0.7816506624221802,0.390625,0.37367916107177734
16,0,1.0,1.0,nan,nan,0.9520100951194763,0.8145031929016113,0.39663460850715637,0.40345820784568787
17,0,1.0,1.0,nan,nan,0.8986760377883911,0.8405448794364929,0.3936298191547394,0.4207492768764496
18,0,1.0,1.0,nan,nan,0.831814169883728,0.8549679517745972,0.3984375,0.4024975895881653
19,0,1.0,1.0,nan,nan,0.79954993724823,0.8673878312110901,0.40204328298568726,0.4063400626182556
20,0,1.0,1.0,nan,nan,0.759301483631134,0.8870192170143127,0.3936298191547394,0.41018250584602356
21,0,1.0,1.0,nan,nan,0.7294480800628662,0.8958333134651184,0.3900240361690521,0.4005763828754425
22,0,1.0,1.0,nan,nan,0.7000964879989624,0.9002403616905212,0.4014423191547394,0.38712775707244873
23,0,1.0,1.0,nan,nan,0.6686971187591553,0.911057710647583,0.39242789149284363,0.3967339098453522
24,0,1.0,1.0,nan,nan,0.6288461685180664,0.9102563858032227,0.3804086446762085,0.3957732915878296
25,0,1.0,1.0,nan,nan,0.6082918643951416,0.9246794581413269,0.3828125,0.4082612991333008
26,0,1.0,1.0,nan,nan,0.5763168931007385,0.9411057829856873,0.3882211446762085,0.3957732915878296
27,0,1.0,1.0,nan,nan,0.5640600323677063,0.9366987347602844,0.3822115361690521,0.3880883753299713
28,0,1.0,1.0,nan,nan,0.5341851711273193,0.9519230723381042,0.38100960850715637,0.3890489935874939
29,0,1.0,1.0,nan,nan,0.510338544845581,0.9539262652397156,0.3701923191547394,0.4005763828754425
30,0,1.0,1.0,nan,nan,0.506615936756134,0.9567307829856873,0.37620192766189575,0.40441882610321045
31,1,1.0,0.5602017045021057,nan,nan,0.45009058713912964,0.9631410241127014,0.38641828298568726,0.4130643606185913
32,1,1.0,0.5605208277702332,nan,nan,0.4240340292453766,0.9679487347602844,0.38461539149284363,0.40537944436073303
33,1,1.0,0.5606245398521423,nan,nan,0.4102146029472351,0.9715544581413269,0.37680289149284363,0.41690683364868164
34,1,1.0,0.5606168508529663,nan,nan,0.39326053857803345,0.9715544581413269,0.37379807233810425,0.4073006808757782
35,1,0.7300006035310137,0.5606051087379456,0.5127504467964172,2.2825868129730225,0.3813265562057495,0.9739583134651184,0.37079328298568726,0.40441882610321045
36,1,0.7300006035310137,0.5606716275215149,nan,nan,0.3710078299045563,0.9771634340286255,0.37620192766189575,0.40537944436073303
37,1,0.7300006035310137,0.5606477856636047,nan,nan,0.36043792963027954,0.9771634340286255,0.3780048191547394,0.4082612991333008
38,1,0.7300006035310137,0.5605650544166565,nan,nan,0.35219496488571167,0.9787660241127014,0.3798076808452606,0.4082612991333008
39,1,0.7300006035310137,0.5604010224342346,nan,nan,0.3329504132270813,0.9779647588729858,0.37319710850715637,0.41594621539115906
40,1,0.5410018080497413,0.5602852702140808,0.4878181517124176,2.136461019515991,0.32309916615486145,0.9799679517745972,0.37139421701431274,0.4073006808757782
41,1,0.5410018080497413,0.5601773262023926,nan,nan,0.3062857687473297,0.9823718070983887,0.37379807233810425,0.3996157646179199
42,1,0.5410018080497413,0.5600264072418213,nan,nan,0.29533010721206665,0.9851762652397156,0.3774038553237915,0.3938520550727844
43,1,0.5410018080497413,0.5599033832550049,nan,nan,0.3071320056915283,0.9863781929016113,0.3743990361690521,0.3957732915878296
44,1,0.5410018080497413,0.5598906874656677,nan,nan,0.29323914647102356,0.9863781929016113,0.36899039149284363,0.394812673330307
45,1,0.40871044085588687,0.5600011944770813,0.4311060607433319,1.7913533449172974,0.30213406682014465,0.9863781929016113,0.3743990361690521,0.4024975895881653
46,1,0.40871044085588687,0.5601370334625244,nan,nan,0.2724633812904358,0.9867788553237915,0.3719951808452606,0.3996157646179199
47,1,0.40871044085588687,0.5602195262908936,nan,nan,0.2739240825176239,0.9875801205635071,0.3822115361690521,0.3996157646179199
48,1,0.40871044085588687,0.5602323412895203,nan,nan,0.2801835536956787,0.9879807829856873,0.375,0.394812673330307
49,1,0.40871044085588687,0.5602400302886963,nan,nan,0.27505502104759216,0.9895833134651184,0.3804086446762085,0.4015369713306427
50,1,0.3161138747810859,0.5602930784225464,0.413379967212677,1.8764402866363525,0.26270005106925964,0.9899839758872986,0.37379807233810425,0.3967339098453522
51,1,0.3161138747810859,0.5603682398796082,nan,nan,0.25774767994880676,0.9903846383094788,0.3719951808452606,0.394812673330307
52,1,0.3161138747810859,0.5603951215744019,nan,nan,0.25860151648521423,0.9907852411270142,0.375,0.3957732915878296
53,1,0.3161138747810859,0.5604396462440491,nan,nan,0.23966598510742188,0.9903846383094788,0.37920671701431274,0.3967339098453522
54,1,0.3161138747810859,0.5604296326637268,nan,nan,0.23397482931613922,0.9907852411270142,0.3804086446762085,0.394812673330307
55,1,0.2514536902270858,0.5604296922683716,0.3428247365467258,1.7544909715652466,0.246482715010643,0.9903846383094788,0.375,0.3967339098453522
56,1,0.2514536902270858,0.5604196786880493,nan,nan,0.24419334530830383,0.9907852411270142,0.3756009638309479,0.4005763828754425
57,1,0.2514536902270858,0.5604503154754639,nan,nan,0.2467627376317978,0.9911859035491943,0.3701923191547394,0.40345820784568787
58,1,0.2514536902270858,0.5603896379470825,nan,nan,0.24652230739593506,0.9911859035491943,0.37920671701431274,0.40345820784568787
59,1,0.2514536902270858,0.5602465867996216,nan,nan,0.24761587381362915,0.9915865659713745,0.38401442766189575,0.39769452810287476
60,1,0.20602373090144682,0.5600228905677795,0.4431188659052952,1.553634524345398,0.2358984351158142,0.9915865659713745,0.38461539149284363,0.4024975895881653
61,1,0.20602373090144682,0.5597704648971558,nan,nan,0.23367705941200256,0.9919871687889099,0.3780048191547394,0.4005763828754425
