epoch,enable_rewire,tau,keep_rate,lambda2_norm_est,dirichlet_mean,lambda2_cvar,budget_violation_lo,budget_violation_hi,spectral_violation,dual_budget_lo,dual_budget_hi,dual_spectral,loss,train_acc,val_acc,test_acc
1,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.6131870746612549,0.2252747267484665,0.24417009949684143,0.22368420660495758
2,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5768883228302002,0.2527472674846649,0.2496570646762848,0.23464912176132202
3,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5169222354888916,0.389194130897522,0.3539094626903534,0.3530701696872711
4,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4336754083633423,0.5219780206680298,0.4238682985305786,0.42763158679008484
5,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3347657918930054,0.6309523582458496,0.4677640497684479,0.46929824352264404
6,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2049719095230103,0.6474359035491943,0.4938271641731262,0.4868420958518982
7,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1058956384658813,0.6648351550102234,0.486968457698822,0.5021929740905762
8,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0010244846343994,0.692307710647583,0.49519890546798706,0.484649121761322
9,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9010607600212097,0.720695972442627,0.5116598010063171,0.484649121761322
10,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8475959300994873,0.75,0.5185185074806213,0.5
11,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.754637598991394,0.7857142686843872,0.513031542301178,0.5131579041481018
12,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6947340965270996,0.8131868243217468,0.5144032835960388,0.5175438523292542
13,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6638186573982239,0.8250916004180908,0.5075445771217346,0.5394737124443054
14,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5839471220970154,0.8287546038627625,0.5075445771217346,0.5087719559669495
15,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5648375153541565,0.8589743375778198,0.5075445771217346,0.5087719559669495
16,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48295828700065613,0.8901098966598511,0.5144032835960388,0.5350877046585083
17,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4683679938316345,0.8910256624221802,0.5006858706474304,0.5241228342056274
18,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4306393563747406,0.9001831412315369,0.5006858706474304,0.5109649300575256
19,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39787930250167847,0.9102563858032227,0.5061728358268738,0.5087719559669495
20,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3783004879951477,0.9166666865348816,0.5048010945320129,0.5
21,1,1.0,0.7775169014930725,nan,nan,0.19871793687343597,0.0,0.0,0.0012820661067962646,0.0002670586109161377,0.0,0.0,0.35924193263053894,0.9175823926925659,0.5144032835960388,0.49561402201652527
22,1,1.0,0.9028807878494263,nan,nan,0.22682133316993713,0.0,0.0,0.0,0.0002670586109161377,0.0,0.0,0.3104534447193146,0.9258241653442383,0.513031542301178,0.5065789222717285
