epoch,enable_rewire,tau,keep_rate,lambda2_norm_est,dirichlet_mean,lambda2_cvar,budget_violation,spectral_violation,dual_budget,dual_spectral,loss,train_acc,val_acc,test_acc
14,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.6514894366264343,0.8049450516700745,0.5336076617240906,0.49561402201652527
15,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.584770917892456,0.8086080551147461,0.5322359204292297,0.4912280738353729
16,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.556399941444397,0.8516483306884766,0.5514403581619263,0.515350878238678
17,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.4742962718009949,0.8800366520881653,0.5692729949951172,0.5460526347160339
18,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.45036497712135315,0.8745421171188354,0.5610425472259521,0.5438596606254578
19,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.4518946409225464,0.8397436141967773,0.5349794030189514,0.5460526347160339
20,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.43478429317474365,0.8589743375778198,0.5404663681983948,0.5416666865348816
21,1,1.0,0.385699987411499,nan,nan,0.24712499976158142,0.15041643381118774,0.0,6.081223182263784e-05,0.0,0.5103883147239685,0.9102563858032227,0.5679012537002563,0.5657894611358643
22,1,1.0,0.49598219990730286,nan,nan,0.2006390392780304,0.0,0.0,0.0020056837238371372,0.0,0.40544602274894714,0.906593382358551,0.5432098507881165,0.5328947305679321
23,1,1.0,0.5450428128242493,nan,nan,0.2076745331287384,0.0,0.0,0.002150694141164422,0.0,0.3836888074874878,0.8690476417541504,0.5198902487754822,0.46710526943206787
24,1,1.0,0.5658507347106934,nan,nan,0.2271685004234314,0.0,0.0,0.002150694141164422,0.0,0.3766971826553345,0.8928571343421936,0.5281206965446472,0.484649121761322
25,1,1.0,0.5853398442268372,0.273689329624176,36.10639190673828,0.19202396273612976,0.0,0.0,0.002150694141164422,0.0,0.3564538061618805,0.9395604133605957,0.5500686168670654,0.5548245906829834
26,1,1.0,0.6066036224365234,nan,nan,0.2087474763393402,0.0,0.0,0.002150694141164422,0.0,0.3048052191734314,0.9377289414405823,0.5418381094932556,0.5570175647735596
27,1,1.0,0.608963668346405,nan,nan,0.22807961702346802,0.0,0.0,0.002150694141164422,0.0,0.3069368600845337,0.9239926934242249,0.5377228856086731,0.5438596606254578
28,1,1.0,0.6050272583961487,nan,nan,0.17389345169067383,0.0,0.0,0.002150694141164422,0.0,0.32015374302864075,0.9404761791229248,0.5349794030189514,0.5570175647735596
29,1,1.0,0.594401478767395,nan,nan,0.2001097947359085,0.0,0.0,0.002150694141164422,0.0,0.3152689039707184,0.9514651894569397,0.5528120994567871,0.5482456088066101
30,1,1.0,0.588460385799408,0.19292119145393372,38.71983337402344,0.18102583289146423,0.0,0.0,0.002150694141164422,0.0,0.23339800536632538,0.9560439586639404,0.5596708059310913,0.5416666865348816
31,1,1.0,0.5861613154411316,nan,nan,0.18875472247600555,0.0,0.0,0.002150694141164422,0.0,0.22593434154987335,0.9496337175369263,0.5679012537002563,0.5372806787490845
32,1,1.0,0.5850456953048706,nan,nan,0.22132813930511475,0.0,0.0,0.002150694141164422,0.0,0.22649627923965454,0.9514651894569397,0.5761317014694214,0.5350877046585083
33,1,1.0,0.5863885283470154,nan,nan,0.19104379415512085,0.0,0.0,0.002150694141164422,0.0,0.20211820304393768,0.958791196346283,0.5761317014694214,0.5350877046585083
34,1,1.0,0.5865506529808044,nan,nan,0.21408842504024506,0.0,0.0,0.002150694141164422,0.0,0.2379012107849121,0.9633699655532837,0.5829904079437256,0.5504385828971863
35,1,1.0,0.5870616436004639,0.2951054573059082,38.92066955566406,0.13191744685173035,0.0,0.0,0.002150694141164422,0.0,0.16910427808761597,0.9697802066802979,0.5871056318283081,0.5482456088066101
36,1,1.0,0.5898029804229736,nan,nan,0.1707124561071396,0.0,0.0,0.002150694141164422,0.0,0.1861238330602646,0.9734432101249695,0.5802469253540039,0.5482456088066101
37,1,1.0,0.5927291512489319,nan,nan,0.2575933635234833,0.0,0.0,0.002150694141164422,0.0,0.19595447182655334,0.9725274443626404,0.5733882188796997,0.5526315569877625
38,1,1.0,0.5955418348312378,nan,nan,0.1732448935508728,0.0,0.0,0.002150694141164422,0.0,0.16909503936767578,0.9743589758872986,0.5747599601745605,0.5504385828971863
39,1,1.0,0.598271369934082,nan,nan,0.18386882543563843,0.0,0.0,0.002150694141164422,0.0,0.17618191242218018,0.9752747416496277,0.5829904079437256,0.5482456088066101
40,1,1.0,0.6019874215126038,0.19898681342601776,42.92604064941406,0.20936477184295654,0.0,0.0,0.002150694141164422,0.0,0.14738847315311432,0.9798534512519836,0.5843621492385864,0.5416666865348816
41,1,1.0,0.6059436798095703,nan,nan,0.2174934446811676,0.0,0.0,0.002150694141164422,0.0,0.13867294788360596,0.9798534512519836,0.5843621492385864,0.5394737124443054
42,1,1.0,0.6094284057617188,nan,nan,0.20073552429676056,0.0,0.0,0.002150694141164422,0.0,0.1356719434261322,0.982600748538971,0.5802469253540039,0.5394737124443054
43,1,1.0,0.6134926676750183,nan,nan,0.19217151403427124,0.0,0.0,0.002150694141164422,0.0,0.16077572107315063,0.9835164546966553,0.5733882188796997,0.530701756477356
44,1,1.0,0.61871737241745,nan,nan,0.1588660180568695,0.0,0.0,0.002150694141164422,0.0,0.16342560946941376,0.9835164546966553,0.5747599601745605,0.5350877046585083
45,1,1.0,0.6198800802230835,0.23022225499153137,42.086036682128906,0.17118383944034576,0.0,0.0,0.002150694141164422,0.0,0.132410928606987,0.9835164546966553,0.5720164775848389,0.5350877046585083
46,1,1.0,0.6201345324516296,nan,nan,0.2355014681816101,0.0,0.0,0.002150694141164422,0.0,0.14456972479820251,0.9862637519836426,0.5651577711105347,0.5416666865348816
47,1,1.0,0.6223433017730713,nan,nan,0.20107918977737427,0.0,0.0,0.002150694141164422,0.0,0.11141244322061539,0.9853479862213135,0.570644736289978,0.5438596606254578
48,1,1.0,0.626614511013031,nan,nan,0.18855822086334229,0.0,0.0,0.002150694141164422,0.0,0.11443079262971878,0.9871794581413269,0.5692729949951172,0.5416666865348816
49,1,1.0,0.6322837471961975,nan,nan,0.2070978283882141,0.0,0.0,0.002150694141164422,0.0,0.11794646829366684,0.9871794581413269,0.5665295124053955,0.5372806787490845
50,1,1.0,0.6450054049491882,0.18663401901721954,41.952999114990234,0.21198484301567078,0.0,0.0,0.002150694141164422,0.0,0.12109523266553879,0.9871794581413269,0.570644736289978,0.5416666865348816
51,1,1.0,0.6570696830749512,nan,nan,0.24089355766773224,0.0,0.0,0.002150694141164422,0.0,0.10547930002212524,0.9853479862213135,0.5665295124053955,0.5350877046585083
52,1,1.0,0.6681313514709473,nan,nan,0.1600136160850525,0.0,0.0,0.002150694141164422,0.0,0.122134268283844,0.9862637519836426,0.5665295124053955,0.5372806787490845
53,1,1.0,0.6768063306808472,nan,nan,0.1773979365825653,0.0,0.0,0.002150694141164422,0.0,0.11906824260950089,0.9899267554283142,0.562414288520813,0.5394737124443054
54,1,1.0,0.683797299861908,nan,nan,0.16210053861141205,0.0,0.0,0.002150694141164422,0.0,0.11268705129623413,0.9908424615859985,0.5569273233413696,0.5416666865348816
55,1,1.0,0.6850482225418091,0.16918867826461792,42.55701446533203,0.20040705800056458,0.0,0.0,0.002150694141164422,0.0,0.1328674703836441,0.9917582273483276,0.554183840751648,0.5416666865348816
56,1,1.0,0.6890180110931396,nan,nan,0.20152735710144043,0.0,0.0,0.002150694141164422,0.0,0.09343468397855759,0.9862637519836426,0.5569273233413696,0.530701756477356
57,1,1.0,0.6982313394546509,nan,nan,0.17650657892227173,0.0,0.0,0.002150694141164422,0.0,0.12002459913492203,0.9899267554283142,0.5651577711105347,0.5438596606254578
58,1,1.0,0.7063614726066589,nan,nan,0.13358718156814575,0.0,0.0,0.002150694141164422,0.0,0.15735407173633575,0.988095223903656,0.5679012537002563,0.5482456088066101
59,1,1.0,0.71364825963974,nan,nan,0.1767231971025467,0.0,0.0,0.002150694141164422,0.0,0.09214115142822266,0.9890109896659851,0.5651577711105347,0.5526315569877625
60,1,1.0,0.7172311544418335,0.16533154249191284,42.718013763427734,0.2455064356327057,0.0,0.0,0.002150694141164422,0.0,0.09868010133504868,0.9862637519836426,0.5733882188796997,0.5460526347160339
61,1,1.0,0.7153492569923401,nan,nan,0.1974027156829834,0.0,0.0,0.002150694141164422,0.0,0.12707683444023132,0.9853479862213135,0.5692729949951172,0.5548245906829834
62,1,1.0,0.71235591173172,nan,nan,0.18339303135871887,0.0,0.0,0.002150694141164422,0.0,0.10146308690309525,0.9908424615859985,0.5692729949951172,0.5701754093170166
63,1,1.0,0.7073132991790771,nan,nan,0.16995534300804138,0.0,0.0,0.002150694141164422,0.0,0.0925859808921814,0.9935897588729858,0.5679012537002563,0.5657894611358643
64,1,1.0,0.7046183943748474,nan,nan,0.19387251138687134,0.0,0.0,0.002150694141164422,0.0,0.09920614957809448,0.9972527623176575,0.5651577711105347,0.5548245906829834
65,1,1.0,0.7030059099197388,0.215810164809227,37.71194076538086,0.2215661108493805,0.0,0.0,0.002150694141164422,0.0,0.08577246218919754,0.9954212307929993,0.5692729949951172,0.5526315569877625
66,1,1.0,0.7030959129333496,nan,nan,0.1679086536169052,0.0,0.0,0.002150694141164422,0.0,0.09503132849931717,0.9945054650306702,0.5596708059310913,0.5635964870452881
67,1,1.0,0.7021050453186035,nan,nan,0.1673126220703125,0.0,0.0,0.002150694141164422,0.0,0.09223423898220062,0.9926739931106567,0.5733882188796997,0.5679824352264404
68,1,1.0,0.701504111289978,nan,nan,0.18087568879127502,0.0,0.0,0.002150694141164422,0.0,0.08418380469083786,0.9935897588729858,0.5720164775848389,0.5614035129547119
69,1,1.0,0.699954092502594,nan,nan,0.17506545782089233,0.0,0.0,0.002150694141164422,0.0,0.09020639210939407,0.9926739931106567,0.5679012537002563,0.5614035129547119
70,1,1.0,0.6990923881530762,0.3335624635219574,37.84648895263672,0.21238142251968384,0.0,0.0,0.002150694141164422,0.0,0.07350911945104599,0.9899267554283142,0.5679012537002563,0.5701754093170166
71,1,1.0,0.6962959170341492,nan,nan,0.1849265694618225,0.0,0.0,0.002150694141164422,0.0,0.08924550563097,0.9899267554283142,0.5692729949951172,0.5767543911933899
72,1,1.0,0.6938579678535461,nan,nan,0.1495548039674759,0.0,0.0,0.002150694141164422,0.0,0.059807948768138885,0.9908424615859985,0.5582990646362305,0.5723684430122375
73,1,1.0,0.6917470693588257,nan,nan,0.19373217225074768,0.0,0.0,0.002150694141164422,0.0,0.08386450260877609,0.9963369965553284,0.5486968159675598,0.5657894611358643
74,1,1.0,0.6885900497436523,nan,nan,0.20048265159130096,0.0,0.0,0.002150694141164422,0.0,0.09387712180614471,0.9945054650306702,0.5459533333778381,0.5657894611358643
75,1,1.0,0.6841718554496765,0.23617473244667053,36.851951599121094,0.22256940603256226,0.0,0.0,0.002150694141164422,0.0,0.08908795565366745,0.9945054650306702,0.5445815920829773,0.5855262875556946
76,1,1.0,0.6835389733314514,nan,nan,0.1754356324672699,0.0,0.0,0.002150694141164422,0.0,0.08281677216291428,0.9945054650306702,0.5486968159675598,0.5921052694320679
77,1,1.0,0.685335636138916,nan,nan,0.22775042057037354,0.0,0.0,0.002150694141164422,0.0,0.07392579317092896,0.9954212307929993,0.5582990646362305,0.5811403393745422
78,1,1.0,0.688460648059845,nan,nan,0.19046616554260254,0.0,0.0,0.002150694141164422,0.0,0.08228347450494766,0.9963369965553284,0.562414288520813,0.5679824352264404
79,1,1.0,0.6873989701271057,nan,nan,0.21449613571166992,0.0,0.0,0.002150694141164422,0.0,0.10277529060840607,0.9972527623176575,0.5692729949951172,0.5723684430122375
80,1,1.0,0.6877407431602478,0.35591158270835876,37.84675216674805,0.14934968948364258,0.0,0.0,0.002150694141164422,0.0,0.08790911734104156,0.9963369965553284,0.5857338905334473,0.5679824352264404
81,1,1.0,0.6877866387367249,nan,nan,0.22664691507816315,0.0,0.0,0.002150694141164422,0.0,0.07101473957300186,0.9963369965553284,0.5857338905334473,0.5811403393745422
82,1,1.0,0.6870402097702026,nan,nan,0.24990570545196533,0.0,0.0,0.002150694141164422,0.0,0.09315446019172668,0.9945054650306702,0.5802469253540039,0.5855262875556946
83,1,1.0,0.6864525079727173,nan,nan,0.16438403725624084,0.0,0.0,0.002150694141164422,0.0,0.08505190163850784,0.9899267554283142,0.5802469253540039,0.5899122953414917
84,1,1.0,0.6838781833648682,nan,nan,0.22183313965797424,0.0,0.0,0.002150694141164422,0.0,0.06617981195449829,0.988095223903656,0.5788751840591431,0.5899122953414917
85,1,1.0,0.6785945296287537,0.2212303727865219,35.01321029663086,0.19016815721988678,0.0,0.0,0.002150694141164422,0.0,0.07157425582408905,0.988095223903656,0.5733882188796997,0.5833333134651184
86,1,1.0,0.6715346574783325,nan,nan,0.1909669190645218,0.0,0.0,0.002150694141164422,0.0,0.10379412770271301,0.9935897588729858,0.5761317014694214,0.5855262875556946
87,1,1.0,0.6670315265655518,nan,nan,0.1749170869588852,0.0,0.0,0.002150694141164422,0.0,0.07279054075479507,0.9945054650306702,0.5692729949951172,0.5877193212509155
88,1,1.0,0.6603981852531433,nan,nan,0.25483185052871704,0.0,0.0,0.002150694141164422,0.0,0.11470543593168259,0.9926739931106567,0.5761317014694214,0.5899122953414917
89,1,1.0,0.6603637933731079,nan,nan,0.2206181287765503,0.0,0.0,0.002150694141164422,0.0,0.11594188958406448,0.9926739931106567,0.5802469253540039,0.5855262875556946
90,1,1.0,0.6639829277992249,0.3317616581916809,34.92390060424805,0.16085627675056458,0.0,0.0,0.002150694141164422,0.0,0.06538911908864975,0.9972527623176575,0.5679012537002563,0.5877193212509155
91,1,1.0,0.6707595586776733,nan,nan,0.16501516103744507,0.0,0.0,0.002150694141164422,0.0,0.10376755148172379,0.9945054650306702,0.5733882188796997,0.5811403393745422
92,1,1.0,0.6813210248947144,nan,nan,0.16871023178100586,0.0,0.0,0.002150694141164422,0.0,0.09483648836612701,0.9935897588729858,0.5829904079437256,0.5701754093170166
93,1,1.0,0.6870356202125549,nan,nan,0.20339001715183258,0.0,0.0,0.002150694141164422,0.0,0.08106638491153717,0.988095223903656,0.5775034427642822,0.5833333134651184
94,1,1.0,0.688291072845459,nan,nan,0.2331942617893219,0.0,0.0,0.002150694141164422,0.0,0.09170522540807724,0.9917582273483276,0.5747599601745605,0.5701754093170166
95,1,1.0,0.6794192790985107,0.274048775434494,34.807430267333984,0.2525618076324463,0.0,0.0,0.002150694141164422,0.0,0.11412331461906433,0.9945054650306702,0.5692729949951172,0.5701754093170166
96,1,1.0,0.6710159182548523,nan,nan,0.15466761589050293,0.0,0.0,0.002150694141164422,0.0,0.09441404044628143,0.9945054650306702,0.5679012537002563,0.5635964870452881
97,1,1.0,0.6613267660140991,nan,nan,0.16256976127624512,0.0,0.0,0.002150694141164422,0.0,0.07125812768936157,0.9972527623176575,0.5651577711105347,0.5679824352264404
98,1,1.0,0.6527080535888672,nan,nan,0.21227025985717773,0.0,0.0,0.002150694141164422,0.0,0.07653075456619263,0.9981684684753418,0.5610425472259521,0.5679824352264404
99,1,1.0,0.6466643810272217,nan,nan,0.21810346841812134,0.0,0.0,0.002150694141164422,0.0,0.07266955822706223,0.9963369965553284,0.5692729949951172,0.5679824352264404
100,1,1.0,0.6439557075500488,0.24326518177986145,30.90877914428711,0.1528584063053131,0.0,0.0,0.002150694141164422,0.0,0.08470231294631958,0.9963369965553284,0.5788751840591431,0.5723684430122375
