epoch,enable_rewire,tau,keep_rate,lambda2_norm_est,dirichlet_mean,lambda2_cvar,budget_violation,spectral_violation,dual_budget,dual_spectral,loss,train_acc,val_acc,test_acc
73,1,1.0,0.8730019927024841,nan,nan,0.16099634766578674,0.0,0.0,0.0,0.0,0.07047344744205475,0.9963369965553284,0.5637860298156738,0.5723684430122375
74,1,1.0,0.8976777791976929,nan,nan,0.17147469520568848,0.0,0.0,0.0,0.0,0.07984588295221329,0.9972527623176575,0.570644736289978,0.5789473652839661
75,1,1.0,0.923016369342804,0.16245318949222565,49.910987854003906,0.19118008017539978,0.0,0.0,0.0,0.0,0.07754049450159073,0.9972527623176575,0.5761317014694214,0.5679824352264404
76,1,1.0,0.937872052192688,nan,nan,0.2245665192604065,0.0,0.0,0.0,0.0,0.0992681235074997,0.9954212307929993,0.5871056318283081,0.5767543911933899
77,1,1.0,0.9429518580436707,nan,nan,0.16974017024040222,0.0,0.0,0.0,0.0,0.07789089530706406,0.9926739931106567,0.5898491144180298,0.5679824352264404
78,1,1.0,0.9348835945129395,nan,nan,0.15286168456077576,0.0,0.0,0.0,0.0,0.08214026689529419,0.9926739931106567,0.588477373123169,0.5789473652839661
79,1,1.0,0.9246571063995361,nan,nan,0.2049708366394043,0.0,0.0,0.0,0.0,0.08121992647647858,0.9935897588729858,0.5816186666488647,0.5723684430122375
80,1,1.0,0.907837450504303,0.19065549969673157,49.00605392456055,0.20698614418506622,0.0,0.0,0.0,0.0,0.05831397697329521,0.9935897588729858,0.5775034427642822,0.5657894611358643
81,1,1.0,0.9049993753433228,nan,nan,0.17722328007221222,0.0,0.0,0.0,0.0,0.12115982919931412,0.9935897588729858,0.5802469253540039,0.5679824352264404
82,1,1.0,0.9075755476951599,nan,nan,0.1946234107017517,0.0,0.0,0.0,0.0,0.08013717830181122,0.9926739931106567,0.5843621492385864,0.5745614171028137
83,1,1.0,0.9240801334381104,nan,nan,0.17254137992858887,0.0,0.0,0.0,0.0,0.10070987790822983,0.9954212307929993,0.5912208557128906,0.5811403393745422
84,1,1.0,0.9328052997589111,nan,nan,0.2001398354768753,0.0,0.0,0.0,0.0,0.06268268078565598,0.9954212307929993,0.5898491144180298,0.5855262875556946
85,1,1.0,0.9348861575126648,0.2223813533782959,50.73003005981445,0.198184072971344,0.0,0.0,0.0,0.0,0.06905728578567505,0.9963369965553284,0.5816186666488647,0.5855262875556946
86,1,1.0,0.9383742809295654,nan,nan,0.2029736340045929,0.0,0.0,0.0,0.0,0.07733283191919327,0.9972527623176575,0.5857338905334473,0.5767543911933899
87,1,1.0,0.93525630235672,nan,nan,0.19068259000778198,0.0,0.0,0.0,0.0,0.08793781697750092,0.9954212307929993,0.5775034427642822,0.5635964870452881
88,1,1.0,0.9261956810951233,nan,nan,0.1529678851366043,0.0,0.0,0.0,0.0,0.07324431836605072,0.9954212307929993,0.5679012537002563,0.5635964870452881
89,1,1.0,0.9200000762939453,nan,nan,0.20262235403060913,0.0,0.0,0.0,0.0,0.08144595474004745,0.9945054650306702,0.5665295124053955,0.5701754093170166
90,1,1.0,0.9130769371986389,0.1533115804195404,47.85639953613281,0.18209870159626007,0.0,0.0,0.0,0.0,0.10425209999084473,0.9945054650306702,0.5651577711105347,0.5679824352264404
91,1,1.0,0.9101836681365967,nan,nan,0.20290307700634003,0.0,0.0,0.0,0.0,0.09395619481801987,0.9954212307929993,0.5775034427642822,0.5723684430122375
92,1,1.0,0.9083804488182068,nan,nan,0.1674189567565918,0.0,0.0,0.0,0.0,0.0681774765253067,0.9954212307929993,0.5912208557128906,0.5789473652839661
93,1,1.0,0.9085510969161987,nan,nan,0.14973393082618713,0.0,0.0,0.0,0.0,0.0653834417462349,0.9981684684753418,0.5843621492385864,0.5657894611358643
94,1,1.0,0.8970651626586914,nan,nan,0.19070404767990112,0.0,0.0,0.0,0.0,0.07867147773504257,0.9972527623176575,0.5843621492385864,0.5679824352264404
95,1,1.0,0.8869706392288208,0.3326965272426605,47.11804962158203,0.16051755845546722,0.0,0.0,0.0,0.0,0.10293112695217133,0.9972527623176575,0.5802469253540039,0.5657894611358643
96,1,1.0,0.8672829866409302,nan,nan,0.1558237373828888,0.0,0.0,0.0,0.0,0.07074437290430069,0.9981684684753418,0.5802469253540039,0.5745614171028137
97,1,1.0,0.8537540435791016,nan,nan,0.204832524061203,0.0,0.0,0.0,0.0,0.09036599099636078,0.9981684684753418,0.5747599601745605,0.5767543911933899
98,1,1.0,0.8408644199371338,nan,nan,0.1930617392063141,0.0,0.0,0.0,0.0,0.07279497385025024,0.9981684684753418,0.5747599601745605,0.5657894611358643
99,1,1.0,0.8331040740013123,nan,nan,0.15804782509803772,0.0,0.0,0.0,0.0,0.06409098953008652,0.9963369965553284,0.5816186666488647,0.5657894611358643
100,1,1.0,0.8159388303756714,0.15773771703243256,42.47020721435547,0.16539078950881958,0.0,0.0,0.0,0.0,0.0755699872970581,0.9981684684753418,0.5829904079437256,0.5570175647735596
