epoch,enable_rewire,tau,keep_rate,lambda2_norm_est,dirichlet_mean,lambda2_cvar,budget_violation,spectral_violation,dual_budget,dual_spectral,loss,train_acc,val_acc,test_acc
1,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.612957239151001,0.22069597244262695,0.24417009949684143,0.22368420660495758
2,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.5719518661499023,0.2380952388048172,0.26611796021461487,0.2368421107530594
3,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.5307472944259644,0.3782051205635071,0.3813443183898926,0.35745614767074585
4,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.44915771484375,0.49267399311065674,0.4170095920562744,0.38596490025520325
5,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.3344899415969849,0.5833333134651184,0.458161860704422,0.4517543911933899
6,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.2323205471038818,0.6007326245307922,0.4677640497684479,0.45394736528396606
7,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.1173815727233887,0.6456043720245361,0.48422497510910034,0.4364035129547119
8,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.009864330291748,0.6840659379959106,0.5144032835960388,0.46929824352264404
9,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.9543648362159729,0.7252747416496277,0.5418381094932556,0.5526315569877625
10,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.878396213054657,0.7197802066802979,0.5253772139549255,0.5285087823867798
11,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.7876890301704407,0.7243589758872986,0.5240054726600647,0.49780702590942383
12,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.7606448531150818,0.7893772721290588,0.5692729949951172,0.5328947305679321
13,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.6882861852645874,0.8250916004180908,0.5898491144180298,0.5592105388641357
14,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.6388725638389587,0.8598901033401489,0.5898491144180298,0.5855262875556946
15,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.5891242027282715,0.8782051205635071,0.596707820892334,0.5899122953414917
16,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.5420712232589722,0.8910256624221802,0.5994513034820557,0.5986841917037964
17,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.534216046333313,0.848901093006134,0.5610425472259521,0.5460526347160339
18,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.522810161113739,0.8827838897705078,0.5802469253540039,0.5789473652839661
19,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.4185194969177246,0.9093406796455383,0.5871056318283081,0.5855262875556946
20,0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,0.40866535902023315,0.9166666865348816,0.5898491144180298,0.5899122953414917
21,1,1.0,0.5452798008918762,nan,nan,0.19194790720939636,0.0,0.0,0.0,0.0,0.4522096812725067,0.9148351550102234,0.5692729949951172,0.5460526347160339
22,1,1.0,0.5374627113342285,nan,nan,0.22780577838420868,0.0,0.0,0.0,0.0,0.42074647545814514,0.9249083995819092,0.5802469253540039,0.5548245906829834
23,1,1.0,0.5483051538467407,nan,nan,0.1936197727918625,0.0,0.0,0.0,0.0,0.3841817378997803,0.9340659379959106,0.5843621492385864,0.5416666865348816
24,1,1.0,0.5502117872238159,nan,nan,0.20541197061538696,0.0,0.0,0.0,0.0,0.3654276430606842,0.9478021860122681,0.5898491144180298,0.5372806787490845
25,1,1.0,0.5550718307495117,0.291604608297348,33.761329650878906,0.21738973259925842,0.0,0.0,0.0,0.0,0.2983548939228058,0.9478021860122681,0.5761317014694214,0.5438596606254578
26,1,1.0,0.57359379529953,nan,nan,0.24598218500614166,0.0,0.0,0.0,0.0,0.30191701650619507,0.9505494236946106,0.5775034427642822,0.5482456088066101
27,1,1.0,0.598962128162384,nan,nan,0.19213195145130157,0.0,0.0,0.0,0.0,0.312605619430542,0.9578754305839539,0.5788751840591431,0.5504385828971863
28,1,1.0,0.6198130249977112,nan,nan,0.21659445762634277,0.0,0.0,0.0,0.0,0.27260783314704895,0.9523809552192688,0.562414288520813,0.5394737124443054
29,1,1.0,0.6267671585083008,nan,nan,0.16157901287078857,0.0,0.0,0.0,0.0,0.2775922417640686,0.9652014374732971,0.5692729949951172,0.5394737124443054
30,1,1.0,0.6319879293441772,0.2155541628599167,43.20716857910156,0.14172405004501343,0.0,0.0,0.0,0.0,0.25065141916275024,0.9624541997909546,0.5871056318283081,0.5482456088066101
31,1,1.0,0.649786651134491,nan,nan,0.18347293138504028,0.0,0.0,0.0,0.0,0.21662145853042603,0.9551281929016113,0.5829904079437256,0.5328947305679321
32,1,1.0,0.6838570833206177,nan,nan,0.24284178018569946,0.0,0.0,0.0,0.0,0.22352460026741028,0.9551281929016113,0.5843621492385864,0.5416666865348816
33,1,1.0,0.7207881808280945,nan,nan,0.17729705572128296,0.0,0.0,0.0,0.0,0.22971594333648682,0.958791196346283,0.5925925970077515,0.5394737124443054
34,1,1.0,0.7693100571632385,nan,nan,0.2096981704235077,0.0,0.0,0.0,0.0,0.17924848198890686,0.971611738204956,0.5898491144180298,0.5438596606254578
35,1,1.0,0.7984678745269775,0.2632358968257904,54.221866607666016,0.1969219595193863,0.0,0.0,0.0,0.0,0.17499884963035583,0.9807692170143127,0.5953360795974731,0.5548245906829834
36,1,1.0,0.814862072467804,nan,nan,0.1869942843914032,0.0,0.0,0.0,0.0,0.1667325347661972,0.9789377450942993,0.5980795621871948,0.5548245906829834
37,1,1.0,0.8286387324333191,nan,nan,0.17334425449371338,0.0,0.0,0.0,0.0,0.16453136503696442,0.9807692170143127,0.5871056318283081,0.5570175647735596
38,1,1.0,0.8369302749633789,nan,nan,0.23113709688186646,0.0,0.0,0.0,0.0,0.15905965864658356,0.9798534512519836,0.5857338905334473,0.5460526347160339
39,1,1.0,0.8440778851509094,nan,nan,0.19927653670310974,0.0,0.0,0.0,0.0,0.1477462500333786,0.9725274443626404,0.588477373123169,0.5460526347160339
40,1,1.0,0.8681214451789856,0.3228323459625244,59.29098892211914,0.1604723036289215,0.0,0.0,0.0,0.0,0.15015928447246552,0.9725274443626404,0.5843621492385864,0.5504385828971863
41,1,1.0,0.8877370953559875,nan,nan,0.1908072978258133,0.0,0.0,0.0,0.0,0.13473781943321228,0.9734432101249695,0.5857338905334473,0.5504385828971863
42,1,1.0,0.9027807712554932,nan,nan,0.19024740159511566,0.0,0.0,0.0,0.0,0.13966915011405945,0.9807692170143127,0.5857338905334473,0.5482456088066101
43,1,1.0,0.9092527031898499,nan,nan,0.15944692492485046,0.0,0.0,0.0,0.0,0.1468917280435562,0.9862637519836426,0.5802469253540039,0.5548245906829834
44,1,1.0,0.9142310619354248,nan,nan,0.18820524215698242,0.0,0.0,0.0,0.0,0.1244119182229042,0.988095223903656,0.5775034427642822,0.5504385828971863
45,1,1.0,0.9243788719177246,0.18059320747852325,62.053688049316406,0.16777049005031586,0.0,0.0,0.0,0.0,0.12262306362390518,0.988095223903656,0.5761317014694214,0.5372806787490845
46,1,1.0,0.9315455555915833,nan,nan,0.21069568395614624,0.0,0.0,0.0,0.0,0.1050201952457428,0.9862637519836426,0.5747599601745605,0.5482456088066101
47,1,1.0,0.9423945546150208,nan,nan,0.1895313858985901,0.0,0.0,0.0,0.0,0.11807525157928467,0.9917582273483276,0.5843621492385864,0.5657894611358643
48,1,1.0,0.9511471390724182,nan,nan,0.16790691018104553,0.0,0.0,0.0,0.0,0.1023709699511528,0.9935897588729858,0.5912208557128906,0.5657894611358643
49,1,1.0,0.9564979672431946,nan,nan,0.18596743047237396,0.0,0.0,0.0,0.0,0.10185401141643524,0.9890109896659851,0.5953360795974731,0.5701754093170166
50,1,1.0,0.9495769739151001,0.18349938094615936,62.462974548339844,0.23852460086345673,0.0,0.0,0.0,0.0,0.10355155169963837,0.9908424615859985,0.5912208557128906,0.5570175647735596
51,1,1.0,0.9345436096191406,nan,nan,0.20009559392929077,0.0,0.0,0.0,0.0,0.10813720524311066,0.9926739931106567,0.588477373123169,0.5548245906829834
52,1,1.0,0.9118679165840149,nan,nan,0.23370356857776642,0.0,0.0,0.0,0.0,0.0947570875287056,0.9917582273483276,0.5747599601745605,0.5592105388641357
53,1,1.0,0.898129940032959,nan,nan,0.22965604066848755,0.0,0.0,0.0,0.0,0.0982886403799057,0.9908424615859985,0.5720164775848389,0.5438596606254578
54,1,1.0,0.8997493386268616,nan,nan,0.1911008656024933,0.0,0.0,0.0,0.0,0.12537811696529388,0.9917582273483276,0.5720164775848389,0.5460526347160339
55,1,1.0,0.8992194533348083,0.21038544178009033,54.79497146606445,0.18921032547950745,0.0,0.0,0.0,0.0,0.1039498820900917,0.9917582273483276,0.5761317014694214,0.5526315569877625
56,1,1.0,0.9027881622314453,nan,nan,0.20732885599136353,0.0,0.0,0.0,0.0,0.07549114525318146,0.9945054650306702,0.5871056318283081,0.5657894611358643
57,1,1.0,0.9085363149642944,nan,nan,0.15381306409835815,0.0,0.0,0.0,0.0,0.10001973062753677,0.9908424615859985,0.5898491144180298,0.5592105388641357
58,1,1.0,0.9070171117782593,nan,nan,0.16731160879135132,0.0,0.0,0.0,0.0,0.08263146877288818,0.9908424615859985,0.5925925970077515,0.5635964870452881
59,1,1.0,0.8890895247459412,nan,nan,0.2127414047718048,0.0,0.0,0.0,0.0,0.11246126145124435,0.9917582273483276,0.5912208557128906,0.5614035129547119
60,1,1.0,0.8608726263046265,0.18529626727104187,53.238502502441406,0.16216400265693665,0.0,0.0,0.0,0.0,0.10511947423219681,0.9926739931106567,0.5857338905334473,0.5504385828971863
61,1,1.0,0.8428679704666138,nan,nan,0.17333272099494934,0.0,0.0,0.0,0.0,0.08693673461675644,0.9917582273483276,0.5802469253540039,0.5504385828971863
62,1,1.0,0.8305433392524719,nan,nan,0.17500603199005127,0.0,0.0,0.0,0.0,0.09298485517501831,0.9945054650306702,0.5788751840591431,0.5635964870452881
63,1,1.0,0.8478477001190186,nan,nan,0.18766382336616516,0.0,0.0,0.0,0.0,0.1100291758775711,0.9926739931106567,0.5829904079437256,0.5679824352264404
64,1,1.0,0.8721315264701843,nan,nan,0.1789442002773285,0.0,0.0,0.0,0.0,0.09462558478116989,0.9926739931106567,0.5816186666488647,0.5592105388641357
65,1,1.0,0.8884820342063904,0.2452533096075058,52.851844787597656,0.14048540592193604,0.0,0.0,0.0,0.0,0.08264005184173584,0.9908424615859985,0.5912208557128906,0.5723684430122375
66,1,1.0,0.9035558700561523,nan,nan,0.25805556774139404,0.0,0.0,0.0,0.0,0.07998373359441757,0.9890109896659851,0.5925925970077515,0.5679824352264404
67,1,1.0,0.9086133241653442,nan,nan,0.19145676493644714,0.0,0.0,0.0,0.0,0.11796076595783234,0.9890109896659851,0.5912208557128906,0.5657894611358643
68,1,1.0,0.8929901123046875,nan,nan,0.18225955963134766,0.0,0.0,0.0,0.0,0.12152482569217682,0.9917582273483276,0.5912208557128906,0.5789473652839661
69,1,1.0,0.8743129372596741,nan,nan,0.1967659890651703,0.0,0.0,0.0,0.0,0.0955953449010849,0.9954212307929993,0.5816186666488647,0.5701754093170166
70,1,1.0,0.8605424165725708,0.20913036167621613,49.95137405395508,0.15273192524909973,0.0,0.0,0.0,0.0,0.07553566247224808,0.9954212307929993,0.5692729949951172,0.5767543911933899
71,1,1.0,0.8518697619438171,nan,nan,0.1716807633638382,0.0,0.0,0.0,0.0,0.06006966158747673,0.9954212307929993,0.5637860298156738,0.5745614171028137
72,1,1.0,0.8533638119697571,nan,nan,0.17645958065986633,0.0,0.0,0.0,0.0,0.07707425206899643,0.9935897588729858,0.562414288520813,0.5657894611358643
