epoch,enable_rewire,tau,keep_rate,lambda2_norm_est,dirichlet_mean,lambda2_cvar,budget_violation,spectral_violation,dual_budget,dual_spectral,loss,train_acc,val_acc,test_acc
84,1,1.0,0.9115920066833496,nan,nan,0.16156937181949615,0.0,0.0,0.0,0.0,0.10254444181919098,0.9743589758872986,0.5857338905334473,0.5504385828971863
85,1,1.0,0.9087865352630615,0.1581077128648758,47.55263137817383,0.18932956457138062,0.0,0.0,0.0,0.0,0.10035745799541473,0.9789377450942993,0.5912208557128906,0.5460526347160339
86,1,1.0,0.9065451622009277,nan,nan,0.16940343379974365,0.0,0.0,0.0,0.0,0.15157824754714966,0.9899267554283142,0.5939643383026123,0.5614035129547119
87,1,1.0,0.9014476537704468,nan,nan,0.16182029247283936,0.0,0.0,0.0,0.0,0.0986824482679367,0.9917582273483276,0.5802469253540039,0.5614035129547119
88,1,1.0,0.8899266719818115,nan,nan,0.2058744877576828,0.0,0.0,0.0,0.0,0.07763736695051193,0.9981684684753418,0.5692729949951172,0.5811403393745422
89,1,1.0,0.8728588223457336,nan,nan,0.20988258719444275,0.0,0.0,0.0,0.0,0.07985461503267288,0.9954212307929993,0.5555555820465088,0.5833333134651184
90,1,1.0,0.8567578196525574,0.2746845483779907,44.91686248779297,0.18195728957653046,0.0,0.0,0.0,0.0,0.08736985921859741,0.9917582273483276,0.5637860298156738,0.5701754093170166
91,1,1.0,0.8718985915184021,nan,nan,0.1917676329612732,0.0,0.0,0.0,0.0,0.12334790080785751,0.9917582273483276,0.570644736289978,0.5745614171028137
92,1,1.0,0.8872920870780945,nan,nan,0.18733802437782288,0.0,0.0,0.0,0.0,0.07580326497554779,0.9963369965553284,0.5692729949951172,0.5833333134651184
93,1,1.0,0.8999769687652588,nan,nan,0.21281199157238007,0.0,0.0,0.0,0.0,0.07320830971002579,0.9981684684753418,0.5843621492385864,0.5964912176132202
94,1,1.0,0.9132859706878662,nan,nan,0.19730275869369507,0.0,0.0,0.0,0.0,0.0704265683889389,0.9972527623176575,0.596707820892334,0.5745614171028137
95,1,1.0,0.9221814274787903,0.2820632755756378,47.852909088134766,0.1793326586484909,0.0,0.0,0.0,0.0,0.06916564702987671,0.9945054650306702,0.5953360795974731,0.5701754093170166
96,1,1.0,0.928472101688385,nan,nan,0.22856588661670685,0.0,0.0,0.0,0.0,0.07766304910182953,0.9945054650306702,0.604938268661499,0.5657894611358643
97,1,1.0,0.9343714714050293,nan,nan,0.2071840465068817,0.0,0.0,0.0,0.0,0.07754722982645035,0.9908424615859985,0.5980795621871948,0.5614035129547119
98,1,1.0,0.9408383369445801,nan,nan,0.1739773452281952,0.0,0.0,0.0,0.0,0.08857642859220505,0.9908424615859985,0.604938268661499,0.5614035129547119
99,1,1.0,0.9489432573318481,nan,nan,0.1919771283864975,0.0,0.0,0.0,0.0,0.08394564688205719,0.9935897588729858,0.596707820892334,0.5679824352264404
100,1,1.0,0.9523929357528687,0.18063992261886597,51.31678009033203,0.21219544112682343,0.0,0.0,0.0,0.0,0.069953054189682,0.9954212307929993,0.5925925970077515,0.5789473652839661
